transaction_id,customer_id,product_id,transaction_date,amount,status
2717,C0481,P0345,2026-09-05,720.39,CANCELLED
2718,C0460,P0254,2026-09-01,4547.52,CANCELLED
2719,C0631,P0061,2026-09-05,1681.06,REFUNDED
2720,C0006,P0115,2026-09-02,4849.62,REFUNDED
2721,C0928,P0366,2026-09-02,3262.37,COMPLETED
2722,C0082,P0105,2026-09-03,325.28,REFUNDED
2723,C0020,P0098,2026-09-01,954.12,CANCELLED
2724,C0263,P0485,2026-09-05,1717.33,COMPLETED
2725,C0221,P0442,2026-09-01,1199.03,COMPLETED
2726,C0856,P0417,2026-09-02,2872.63,COMPLETED
2727,C0154,P0401,2026-09-03,2448.17,COMPLETED
2728,C0562,P0137,2026-09-03,2161.8,CANCELLED
2729,C0963,P0148,2026-09-02,3062.72,REFUNDED
2730,C0745,P0383,2026-09-03,4011.98,COMPLETED
2731,C0624,P0254,2026-09-04,3130.81,COMPLETED
2732,C0541,P0196,2026-09-02,1342.04,COMPLETED
2733,C0434,P0067,2026-09-01,4533.43,COMPLETED
2734,C0114,P0221,2026-09-04,2033.36,CANCELLED
2735,C0795,P0439,2026-09-04,4581.1,REFUNDED
2736,C0296,P0106,2026-09-02,2863.51,REFUNDED
2737,C0244,P0308,2026-09-03,4884.99,REFUNDED
2738,C0309,P0111,2026-09-05,3895.1,REFUNDED
2739,C0125,P0422,2026-09-01,4610.02,REFUNDED
2740,C0049,P0145,2026-09-02,4896.03,COMPLETED
2741,C0245,P0373,2026-09-02,218.08,REFUNDED
2742,C0430,P0347,2026-09-02,4939.3,COMPLETED
2743,C0655,P0097,2026-09-03,1881.61,REFUNDED
2744,C0813,P0215,2026-09-04,2693.04,COMPLETED
2745,C0638,P0093,2026-09-01,4402.77,COMPLETED
2746,C0469,P0210,2026-09-04,471.62,REFUNDED
2747,C0065,P0406,2026-09-01,3311.46,REFUNDED
2748,C0114,P0075,2026-09-02,1267.72,CANCELLED
2749,C0857,P0015,2026-09-05,4679.45,COMPLETED
2750,C0927,P0149,2026-09-05,2270.42,CANCELLED
2751,C0512,P0500,2026-09-03,2072.03,COMPLETED
2752,C0612,P0135,2026-09-05,547.49,CANCELLED
2753,C0549,P0121,2026-09-02,2654.65,CANCELLED
2754,C0017,P0317,2026-09-02,2880.76,CANCELLED
2755,C0648,P0231,2026-09-05,4891.95,REFUNDED
2756,C0528,P0465,2026-09-03,807.03,REFUNDED
2757,C0589,P0128,2026-09-01,3834.18,CANCELLED
2758,C0248,P0190,2026-09-01,4580.99,COMPLETED
2759,C0736,P0299,2026-09-01,3227.68,REFUNDED
2760,C0148,P0351,2026-09-04,3867.66,CANCELLED
2761,C0299,P0332,2026-09-05,4255.39,CANCELLED
2762,C0440,P0235,2026-09-05,83.3,REFUNDED
2763,C0002,P0044,2026-09-01,1277.15,CANCELLED
2764,C0630,P0006,2026-09-05,4699.91,CANCELLED
2765,C0362,P0241,2026-09-02,2479.22,CANCELLED
2766,C0247,P0069,2026-09-03,646.55,CANCELLED
2767,C0585,P0447,2026-09-03,858.67,COMPLETED
2768,C0427,P0166,2026-09-01,1166.41,CANCELLED
2769,C0192,P0499,2026-09-02,409.09,COMPLETED
2770,C0681,P0355,2026-09-01,1011.15,REFUNDED
2771,C0685,P0204,2026-09-02,3319.36,CANCELLED
2772,C0088,P0352,2026-09-01,1612.96,REFUNDED
2773,C0537,P0109,2026-09-04,2053.29,REFUNDED
2774,C0999,P0366,2026-09-01,113.03,REFUNDED
2775,C0370,P0197,2026-09-05,2506.19,COMPLETED
2776,C0070,P0363,2026-09-01,2504.55,COMPLETED
2777,C0977,P0217,2026-09-04,3229.7,REFUNDED
2778,C0539,P0377,2026-09-05,412.71,CANCELLED
2779,C0558,P0306,2026-09-01,4953.37,REFUNDED
2780,C0520,P0132,2026-09-02,1780.58,COMPLETED
2781,C0806,P0038,2026-09-01,1167.49,CANCELLED
2782,C0520,P0049,2026-09-05,476.5,CANCELLED
2783,C0568,P0286,2026-09-05,2899.21,CANCELLED
2784,C0021,P0031,2026-09-01,3333.04,REFUNDED
2785,C0400,P0027,2026-09-01,4831.69,COMPLETED
2786,C0895,P0171,2026-09-04,775.73,COMPLETED
2787,C0482,P0477,2026-09-05,1700.95,REFUNDED
2788,C0045,P0121,2026-09-04,3128.97,CANCELLED
2789,C0651,P0242,2026-09-03,4187.33,COMPLETED
2790,C0397,P0466,2026-09-05,3008.22,CANCELLED
2791,C0383,P0182,2026-09-04,401.36,COMPLETED
2792,C0260,P0311,2026-09-04,1031.47,COMPLETED
2793,C0766,P0481,2026-09-02,2447.18,CANCELLED
2794,C0017,P0344,2026-09-04,1089.34,REFUNDED
2795,C0366,P0496,2026-09-05,249.56,REFUNDED
2796,C0808,P0411,2026-09-03,1526.44,REFUNDED
2797,C0070,P0307,2026-09-03,960.05,COMPLETED
2798,C0354,P0364,2026-09-04,1504.92,REFUNDED
2799,C0247,P0384,2026-09-04,4981.72,COMPLETED
2800,C0751,P0415,2026-09-02,1411.56,CANCELLED
2801,C0673,P0024,2026-09-04,2270.34,COMPLETED
2802,C0644,P0003,2026-09-05,2772.25,COMPLETED
2803,C0107,P0130,2026-09-03,50.42,CANCELLED
2804,C0791,P0259,2026-09-02,1391.12,CANCELLED
2805,C0596,P0318,2026-09-02,2184.7,CANCELLED
2806,C0753,P0196,2026-09-03,2247.46,COMPLETED
2807,C0775,P0155,2026-09-02,4795.91,REFUNDED
2808,C0341,P0203,2026-09-04,2109.11,REFUNDED
2809,C0137,P0344,2026-09-03,686.92,REFUNDED
2810,C0046,P0190,2026-09-02,1166.19,COMPLETED
2811,C0361,P0068,2026-09-03,4932.9,REFUNDED
2812,C0560,P0496,2026-09-01,4618.87,CANCELLED
2813,C0347,P0457,2026-09-04,4430.03,COMPLETED
2814,C0834,P0287,2026-09-03,3474.55,COMPLETED
2815,C0659,P0022,2026-09-02,2378.66,CANCELLED
2816,C0180,P0298,2026-09-01,1640.7,CANCELLED
2817,C0851,P0092,2026-09-04,3898.09,CANCELLED
2818,C0798,P0134,2026-09-04,3061.09,CANCELLED
2819,C0702,P0087,2026-09-05,3942.82,CANCELLED
2820,C0476,P0258,2026-09-02,3167.88,CANCELLED
2821,C0713,P0253,2026-09-04,4888.41,CANCELLED
2822,C0491,P0477,2026-09-02,3455.9,REFUNDED
2823,C0647,P0174,2026-09-03,4273.99,COMPLETED
2824,C0187,P0450,2026-09-02,4876.19,REFUNDED
2825,C0831,P0240,2026-09-04,494.65,COMPLETED
2826,C0139,P0068,2026-09-04,3490.63,REFUNDED
2827,C0065,P0046,2026-09-04,4807.02,REFUNDED
2828,C0734,P0163,2026-09-04,873.97,CANCELLED
2829,C0795,P0364,2026-09-04,2714.15,CANCELLED
2830,C0967,P0272,2026-09-04,1768.21,CANCELLED
2831,C0469,P0222,2026-09-04,1376.52,REFUNDED
2832,C0038,P0073,2026-09-04,1948.46,REFUNDED
2833,C0301,P0134,2026-09-03,4859.42,REFUNDED
2834,C0207,P0060,2026-09-03,233.35,CANCELLED
2835,C0045,P0161,2026-09-03,4079.02,COMPLETED
2836,C0811,P0023,2026-09-04,2813.8,REFUNDED
2837,C0205,P0066,2026-09-02,1802.39,REFUNDED
2838,C0908,P0256,2026-09-05,57.21,COMPLETED
2839,C0043,P0447,2026-09-02,1764.27,COMPLETED
2840,C0324,P0499,2026-09-02,3722.84,REFUNDED
2841,C0956,P0428,2026-09-02,3658.15,CANCELLED
2842,C0318,P0144,2026-09-02,4048.41,CANCELLED
2843,C0528,P0383,2026-09-05,1638.76,COMPLETED
2844,C0408,P0185,2026-09-02,4184.08,COMPLETED
2845,C0835,P0475,2026-09-05,1339.83,REFUNDED
2846,C0557,P0221,2026-09-03,3605.65,COMPLETED
2847,C0485,P0145,2026-09-04,3114.82,REFUNDED
2848,C0260,P0463,2026-09-05,3361.93,CANCELLED
2849,C0038,P0449,2026-09-04,1281.94,REFUNDED
2850,C0772,P0135,2026-09-03,3348.71,CANCELLED
2851,C0663,P0314,2026-09-03,4613.04,REFUNDED
2852,C0196,P0425,2026-09-02,282.11,COMPLETED
2853,C0293,P0390,2026-09-04,2484.89,COMPLETED
2854,C0366,P0475,2026-09-02,2390.33,CANCELLED
2855,C0883,P0136,2026-09-04,300.36,REFUNDED
2856,C0800,P0265,2026-09-01,105.97,COMPLETED
2857,C0049,P0161,2026-09-05,1266.86,CANCELLED
2858,C0887,P0224,2026-09-04,4152.93,COMPLETED
2859,C0672,P0458,2026-09-03,112.38,COMPLETED
2860,C0340,P0085,2026-09-05,1591.84,REFUNDED
2861,C0280,P0162,2026-09-04,4469.3,REFUNDED
2862,C0128,P0378,2026-09-01,630.29,COMPLETED
2863,C0819,P0252,2026-09-02,1417.64,CANCELLED
2864,C0377,P0392,2026-09-02,140.96,CANCELLED
2865,C0448,P0487,2026-09-03,3817.64,REFUNDED
2866,C0911,P0078,2026-09-05,3040.82,COMPLETED
2867,C0410,P0285,2026-09-02,3952.89,CANCELLED
2868,C0762,P0437,2026-09-04,2752.36,CANCELLED
2869,C0451,P0473,2026-09-05,932.14,COMPLETED
2870,C0917,P0337,2026-09-04,4031.15,COMPLETED
2871,C0980,P0326,2026-09-02,169.46,REFUNDED
2872,C0396,P0409,2026-09-04,1084.58,COMPLETED
2873,C0348,P0226,2026-09-01,1943.96,COMPLETED
2874,C0998,P0028,2026-09-02,3856.28,CANCELLED
2875,C0192,P0097,2026-09-04,3847.54,COMPLETED
2876,C0509,P0077,2026-09-05,3705.16,CANCELLED
2877,C0709,P0028,2026-09-02,247.53,CANCELLED
2878,C0510,P0118,2026-09-03,2593.02,CANCELLED
2879,C0377,P0094,2026-09-05,4580.93,COMPLETED
2880,C0947,P0019,2026-09-02,2742.74,REFUNDED
2881,C0817,P0241,2026-09-04,2026.73,REFUNDED
2882,C0532,P0134,2026-09-05,4745.17,CANCELLED
2883,C0274,P0084,2026-09-02,3160.29,CANCELLED
2884,C0821,P0362,2026-09-02,3482.2,CANCELLED
2885,C0085,P0240,2026-09-04,154.16,REFUNDED
2886,C0745,P0224,2026-09-03,2251.84,CANCELLED
2887,C0435,P0060,2026-09-04,2725.4,CANCELLED
2888,C0081,P0459,2026-09-02,800.18,CANCELLED
2889,C0441,P0475,2026-09-02,1642.39,COMPLETED
2890,C0617,P0254,2026-09-04,3060.0,COMPLETED
2891,C0843,P0021,2026-09-03,1722.83,COMPLETED
2892,C0185,P0227,2026-09-05,4855.59,REFUNDED
2893,C0559,P0183,2026-09-05,1941.58,REFUNDED
2894,C0301,P0364,2026-09-05,3475.64,CANCELLED
2895,C0329,P0288,2026-09-01,3561.01,COMPLETED
2896,C0106,P0249,2026-09-01,1072.9,COMPLETED
2897,C0082,P0235,2026-09-01,1058.43,REFUNDED
2898,C0336,P0253,2026-09-01,1221.81,CANCELLED
2899,C0677,P0058,2026-09-01,3618.12,COMPLETED
2900,C0303,P0434,2026-09-01,704.15,COMPLETED
2901,C0314,P0369,2026-09-01,324.69,COMPLETED
2902,C0457,P0444,2026-09-03,989.87,CANCELLED
2903,C0618,P0076,2026-09-01,4928.0,REFUNDED
2904,C0735,P0064,2026-09-03,1534.91,CANCELLED
2905,C0437,P0179,2026-09-03,4257.52,COMPLETED
2906,C0171,P0048,2026-09-02,2540.53,REFUNDED
2907,C0707,P0105,2026-09-02,2560.78,CANCELLED
2908,C0455,P0445,2026-09-02,314.44,REFUNDED
2909,C0360,P0146,2026-09-03,3854.68,CANCELLED
2910,C0458,P0093,2026-09-01,2188.41,COMPLETED
2911,C0044,P0428,2026-09-03,260.73,COMPLETED
2912,C0745,P0087,2026-09-05,3613.18,COMPLETED
2913,C0891,P0384,2026-09-03,3045.34,COMPLETED
2914,C0934,P0261,2026-09-05,2440.69,REFUNDED
2915,C0362,P0422,2026-09-04,4845.67,COMPLETED
2916,C0630,P0140,2026-09-04,3003.08,REFUNDED
2917,C0446,P0289,2026-09-03,253.08,CANCELLED
2918,C0282,P0457,2026-09-02,3413.52,COMPLETED
2919,C0655,P0340,2026-09-03,631.55,CANCELLED
2920,C0811,P0300,2026-09-03,3511.49,CANCELLED
2921,C0971,P0109,2026-09-01,508.65,REFUNDED
2922,C0059,P0299,2026-09-05,4203.52,REFUNDED
2923,C0077,P0498,2026-09-02,4120.51,CANCELLED
2924,C0688,P0003,2026-09-02,3164.55,CANCELLED
2925,C0653,P0270,2026-09-02,4896.45,REFUNDED
2926,C0416,P0393,2026-09-04,4334.98,REFUNDED
2927,C0373,P0293,2026-09-01,440.36,REFUNDED
2928,C0526,P0093,2026-09-05,1038.48,REFUNDED
2929,C0821,P0214,2026-09-05,4287.99,CANCELLED
2930,C0768,P0472,2026-09-04,769.03,REFUNDED
2931,C0696,P0040,2026-09-02,1979.5,REFUNDED
2932,C0164,P0127,2026-09-05,546.29,CANCELLED
2933,C0976,P0394,2026-09-05,1709.66,REFUNDED
2934,C0032,P0256,2026-09-04,1414.6,COMPLETED
2935,C0147,P0347,2026-09-03,1725.59,REFUNDED
2936,C0870,P0049,2026-09-02,282.88,REFUNDED
2937,C0623,P0455,2026-09-01,856.9,REFUNDED
2938,C0695,P0169,2026-09-02,2026.74,REFUNDED
2939,C0801,P0014,2026-09-04,973.03,COMPLETED
2940,C0449,P0146,2026-09-01,640.56,CANCELLED
2941,C0036,P0349,2026-09-01,2990.3,REFUNDED
2942,C0130,P0349,2026-09-02,2046.23,CANCELLED
2943,C0069,P0063,2026-09-04,1511.58,COMPLETED
2944,C0242,P0202,2026-09-04,2301.37,REFUNDED
2945,C0798,P0192,2026-09-04,3434.53,COMPLETED
2946,C0661,P0303,2026-09-04,4939.55,COMPLETED
2947,C0376,P0476,2026-09-02,776.36,CANCELLED
2948,C0371,P0488,2026-09-01,1602.02,REFUNDED
2949,C0393,P0055,2026-09-05,3023.07,REFUNDED
2950,C0973,P0429,2026-09-03,2378.4,COMPLETED
2951,C0581,P0166,2026-09-04,84.7,CANCELLED
2952,C0034,P0079,2026-09-05,2413.16,REFUNDED
2953,C0620,P0015,2026-09-05,1399.55,CANCELLED
2954,C0158,P0042,2026-09-02,3570.28,COMPLETED
2955,C0696,P0236,2026-09-04,1516.52,CANCELLED
2956,C0461,P0426,2026-09-01,3645.73,CANCELLED
2957,C0972,P0363,2026-09-04,4794.97,COMPLETED
2958,C0380,P0338,2026-09-05,330.69,REFUNDED
2959,C0381,P0246,2026-09-03,2682.52,COMPLETED
2960,C0455,P0233,2026-09-03,4463.98,CANCELLED
2961,C0782,P0322,2026-09-01,3874.25,CANCELLED
2962,C0079,P0490,2026-09-03,4596.74,REFUNDED
2963,C0588,P0138,2026-09-01,4482.23,COMPLETED
2964,C0141,P0305,2026-09-02,445.64,COMPLETED
2965,C0543,P0337,2026-09-02,3766.04,COMPLETED
2966,C0376,P0003,2026-09-05,1481.91,COMPLETED
2967,C0408,P0169,2026-09-03,3742.19,COMPLETED
2968,C0322,P0497,2026-09-04,4123.23,COMPLETED
2969,C0666,P0023,2026-09-02,2882.86,COMPLETED
2970,C0286,P0336,2026-09-01,3659.51,COMPLETED
2971,C0256,P0319,2026-09-02,2904.07,REFUNDED
2972,C0984,P0487,2026-09-03,2135.06,CANCELLED
2973,C0117,P0232,2026-09-03,3973.73,CANCELLED
2974,C0027,P0167,2026-09-01,4029.34,REFUNDED
2975,C0754,P0486,2026-09-03,4989.12,COMPLETED
2976,C0191,P0375,2026-09-05,704.74,CANCELLED
2977,C0512,P0376,2026-09-04,2066.85,COMPLETED
2978,C0531,P0465,2026-09-01,1278.58,CANCELLED
2979,C0397,P0491,2026-09-05,3530.46,CANCELLED
2980,C0936,P0409,2026-09-05,2902.28,COMPLETED
2981,C0576,P0292,2026-09-04,4618.1,REFUNDED
2982,C0121,P0067,2026-09-02,1848.35,COMPLETED
2983,C0269,P0109,2026-09-03,4882.3,CANCELLED
2984,C0794,P0442,2026-09-03,732.45,REFUNDED
2985,C0267,P0025,2026-09-02,1952.62,REFUNDED
2986,C0721,P0411,2026-09-05,3712.32,REFUNDED
2987,C0457,P0330,2026-09-03,1540.97,COMPLETED
2988,C0220,P0145,2026-09-05,692.21,CANCELLED
2989,C0627,P0166,2026-09-01,2456.5,REFUNDED
2990,C0293,P0409,2026-09-04,2799.84,CANCELLED
2991,C0711,P0029,2026-09-03,2269.7,CANCELLED
2992,C0939,P0381,2026-09-02,1119.61,CANCELLED
2993,C0503,P0037,2026-09-01,1971.89,CANCELLED
2994,C0205,P0281,2026-09-02,2036.36,REFUNDED
2995,C0126,P0488,2026-09-03,1686.69,CANCELLED
2996,C0139,P0309,2026-09-03,4072.37,CANCELLED
2997,C0874,P0196,2026-09-04,1997.19,COMPLETED
2998,C0076,P0048,2026-09-04,255.57,CANCELLED
2999,C0463,P0205,2026-09-03,2009.26,COMPLETED
3000,C0177,P0131,2026-09-01,2198.16,COMPLETED
3001,C0921,P0092,2026-09-03,91.4,CANCELLED
3002,C0731,P0123,2026-09-04,267.88,CANCELLED
3003,C0456,P0495,2026-09-01,3668.12,CANCELLED
3004,C0090,P0395,2026-09-03,4441.14,CANCELLED
3005,C0830,P0444,2026-09-05,484.26,CANCELLED
3006,C0699,P0205,2026-09-01,3184.77,COMPLETED
3007,C0991,P0046,2026-09-02,1366.61,COMPLETED
3008,C0866,P0011,2026-09-05,89.67,REFUNDED
3009,C0328,P0437,2026-09-01,2747.84,CANCELLED
3010,C0684,P0107,2026-09-05,647.38,CANCELLED
3011,C0356,P0084,2026-09-01,4304.93,REFUNDED
3012,C0727,P0199,2026-09-03,2953.88,COMPLETED
3013,C0067,P0400,2026-09-04,2982.21,COMPLETED
3014,C0564,P0207,2026-09-02,4942.76,REFUNDED
3015,C0556,P0146,2026-09-04,340.58,COMPLETED
3016,C0298,P0332,2026-09-04,3716.86,COMPLETED
3017,C0913,P0386,2026-09-04,3213.52,COMPLETED
3018,C0308,P0489,2026-09-01,758.65,REFUNDED
3019,C0872,P0335,2026-09-03,719.52,REFUNDED
3020,C0162,P0079,2026-09-04,3061.13,REFUNDED
3021,C0729,P0062,2026-09-03,1727.88,COMPLETED
3022,C0727,P0153,2026-09-03,3458.37,COMPLETED
3023,C0950,P0252,2026-09-05,3848.59,REFUNDED
3024,C0718,P0411,2026-09-04,2327.34,COMPLETED
3025,C0654,P0222,2026-09-04,1886.59,REFUNDED
3026,C0179,P0377,2026-09-03,2364.08,CANCELLED
3027,C0813,P0413,2026-09-02,3007.41,REFUNDED
3028,C0371,P0472,2026-09-03,1194.76,COMPLETED
3029,C0521,P0159,2026-09-03,604.96,CANCELLED
3030,C0230,P0463,2026-09-05,3263.87,REFUNDED
3031,C0125,P0351,2026-09-02,974.03,CANCELLED
3032,C0206,P0309,2026-09-04,1992.49,CANCELLED
3033,C0812,P0068,2026-09-03,295.22,COMPLETED
3034,C0143,P0184,2026-09-03,3597.21,CANCELLED
3035,C0243,P0341,2026-09-01,2180.4,CANCELLED
3036,C0810,P0050,2026-09-04,708.59,REFUNDED
3037,C0506,P0427,2026-09-01,4836.69,COMPLETED
3038,C0027,P0189,2026-09-03,1776.64,REFUNDED
3039,C0370,P0263,2026-09-05,4082.9,COMPLETED
3040,C0568,P0103,2026-09-01,2490.33,COMPLETED
3041,C0587,P0251,2026-09-01,1511.62,COMPLETED
3042,C0378,P0229,2026-09-02,1642.32,CANCELLED
3043,C0479,P0454,2026-09-01,4066.04,REFUNDED
3044,C0823,P0199,2026-09-02,4908.34,CANCELLED
3045,C0565,P0244,2026-09-01,2973.15,REFUNDED
3046,C0133,P0138,2026-09-02,728.46,REFUNDED
3047,C0627,P0289,2026-09-03,1629.16,CANCELLED
3048,C0906,P0308,2026-09-01,3748.47,REFUNDED
3049,C0089,P0217,2026-09-02,4815.09,COMPLETED
3050,C0068,P0047,2026-09-05,1443.5,REFUNDED
3051,C0317,P0388,2026-09-02,1462.3,COMPLETED
3052,C0408,P0217,2026-09-01,1680.42,CANCELLED
3053,C0735,P0416,2026-09-01,2593.28,CANCELLED
3054,C0737,P0189,2026-09-01,665.56,REFUNDED
3055,C0491,P0315,2026-09-01,130.64,CANCELLED
3056,C0539,P0096,2026-09-03,2827.25,COMPLETED
3057,C0421,P0223,2026-09-05,3605.91,CANCELLED
3058,C0788,P0323,2026-09-01,2996.45,REFUNDED
3059,C0420,P0219,2026-09-02,1771.91,CANCELLED
3060,C0844,P0048,2026-09-05,1784.44,COMPLETED
3061,C0589,P0021,2026-09-04,1096.24,COMPLETED
3062,C0076,P0263,2026-09-03,4437.26,COMPLETED
3063,C0129,P0175,2026-09-01,4234.08,COMPLETED
3064,C0996,P0499,2026-09-05,3822.34,CANCELLED
3065,C0325,P0238,2026-09-01,2020.78,REFUNDED
3066,C0658,P0347,2026-09-01,2060.41,CANCELLED
3067,C0076,P0115,2026-09-02,4341.43,COMPLETED
3068,C0461,P0332,2026-09-02,3005.73,CANCELLED
3069,C0478,P0352,2026-09-01,3444.85,REFUNDED
3070,C0697,P0366,2026-09-02,789.57,REFUNDED
3071,C0530,P0080,2026-09-01,2491.95,CANCELLED
3072,C0353,P0477,2026-09-01,2500.46,REFUNDED
3073,C0132,P0254,2026-09-01,1608.74,REFUNDED
3074,C0900,P0270,2026-09-04,2066.64,COMPLETED
3075,C0849,P0323,2026-09-02,109.75,COMPLETED
3076,C0799,P0332,2026-09-02,4849.06,REFUNDED
3077,C0565,P0269,2026-09-01,2071.52,REFUNDED
3078,C0656,P0043,2026-09-01,4063.76,CANCELLED
3079,C0602,P0149,2026-09-04,4209.76,CANCELLED
3080,C0187,P0240,2026-09-03,1582.5,CANCELLED
3081,C0787,P0224,2026-09-05,2144.13,COMPLETED
3082,C0990,P0041,2026-09-02,2265.84,COMPLETED
3083,C0133,P0465,2026-09-04,1516.85,CANCELLED
3084,C0444,P0411,2026-09-02,4325.28,COMPLETED
3085,C0515,P0245,2026-09-04,813.6,COMPLETED
3086,C0933,P0154,2026-09-05,2136.92,COMPLETED
3087,C0890,P0077,2026-09-02,4611.45,CANCELLED
3088,C0057,P0066,2026-09-04,129.38,REFUNDED
3089,C0852,P0351,2026-09-03,1023.86,COMPLETED
3090,C0128,P0463,2026-09-05,4008.9,CANCELLED
3091,C0531,P0154,2026-09-01,361.29,REFUNDED
3092,C0157,P0431,2026-09-04,2544.64,REFUNDED
3093,C0312,P0128,2026-09-02,184.51,COMPLETED
3094,C0169,P0268,2026-09-05,1903.57,CANCELLED
3095,C0166,P0219,2026-09-01,1035.29,REFUNDED
3096,C0331,P0152,2026-09-01,71.62,COMPLETED
3097,C0958,P0292,2026-09-02,2234.03,CANCELLED
3098,C0727,P0025,2026-09-02,3412.98,REFUNDED
3099,C0231,P0283,2026-09-03,3192.3,REFUNDED
3100,C0355,P0040,2026-09-02,496.32,REFUNDED
3101,C0971,P0470,2026-09-05,2510.4,COMPLETED
3102,C0964,P0024,2026-09-05,514.75,CANCELLED
3103,C0532,P0263,2026-09-02,2145.07,CANCELLED
3104,C0917,P0056,2026-09-01,1766.96,REFUNDED
3105,C0291,P0262,2026-09-01,2228.19,REFUNDED
3106,C0867,P0218,2026-09-02,356.1,COMPLETED
3107,C0081,P0212,2026-09-02,688.3,COMPLETED
3108,C0257,P0049,2026-09-03,1315.52,REFUNDED
3109,C0202,P0238,2026-09-02,421.51,CANCELLED
3110,C0651,P0339,2026-09-02,1264.21,REFUNDED
3111,C0980,P0369,2026-09-04,1665.67,CANCELLED
3112,C0565,P0292,2026-09-05,2239.57,REFUNDED
3113,C0282,P0417,2026-09-03,1363.47,CANCELLED
3114,C0129,P0130,2026-09-05,3562.79,CANCELLED
3115,C0641,P0182,2026-09-04,4844.71,REFUNDED
3116,C0311,P0131,2026-09-05,3673.02,REFUNDED
3117,C0630,P0300,2026-09-03,1858.57,REFUNDED
3118,C0547,P0042,2026-09-02,530.52,REFUNDED
3119,C0096,P0394,2026-09-04,4067.67,CANCELLED
3120,C0515,P0258,2026-09-03,3487.26,REFUNDED
3121,C0657,P0009,2026-09-03,4938.19,CANCELLED
3122,C0173,P0059,2026-09-02,2364.31,COMPLETED
3123,C0607,P0380,2026-09-05,319.35,COMPLETED
3124,C0965,P0339,2026-09-01,3627.28,REFUNDED
3125,C0595,P0237,2026-09-03,659.39,COMPLETED
3126,C0158,P0092,2026-09-03,4671.2,CANCELLED
3127,C0176,P0403,2026-09-02,445.76,REFUNDED
3128,C0675,P0094,2026-09-01,3232.78,COMPLETED
3129,C0640,P0432,2026-09-01,2647.33,COMPLETED
3130,C0738,P0202,2026-09-01,2899.11,COMPLETED
3131,C0924,P0024,2026-09-04,2019.41,CANCELLED
3132,C0620,P0043,2026-09-03,4823.9,COMPLETED
3133,C0346,P0214,2026-09-01,4686.81,REFUNDED
3134,C0863,P0449,2026-09-05,4245.68,CANCELLED
3135,C0947,P0361,2026-09-04,2052.85,CANCELLED
3136,C0578,P0153,2026-09-01,1113.3,REFUNDED
3137,C0043,P0161,2026-09-04,1683.98,CANCELLED
3138,C0846,P0301,2026-09-01,4431.61,COMPLETED
3139,C0885,P0371,2026-09-01,2790.96,CANCELLED
3140,C0030,P0233,2026-09-03,1014.3,CANCELLED
3141,C0084,P0388,2026-09-05,1645.23,CANCELLED
3142,C0047,P0344,2026-09-03,3056.0,CANCELLED
3143,C0972,P0231,2026-09-05,1356.02,REFUNDED
3144,C0657,P0320,2026-09-01,3369.24,CANCELLED
3145,C0790,P0414,2026-09-05,2327.03,CANCELLED
3146,C0591,P0136,2026-09-03,2757.35,CANCELLED
3147,C0272,P0175,2026-09-03,84.23,CANCELLED
3148,C0667,P0495,2026-09-04,3448.99,REFUNDED
3149,C0216,P0471,2026-09-03,293.42,COMPLETED
3150,C0786,P0447,2026-09-04,969.39,CANCELLED
3151,C0586,P0415,2026-09-03,1252.29,REFUNDED
3152,C0427,P0096,2026-09-04,3743.16,CANCELLED
3153,C0633,P0109,2026-09-03,2417.43,COMPLETED
3154,C0655,P0095,2026-09-04,2396.54,COMPLETED
3155,C0032,P0041,2026-09-03,3668.63,CANCELLED
3156,C0510,P0383,2026-09-05,2733.2,COMPLETED
3157,C0911,P0310,2026-09-02,1259.59,CANCELLED
3158,C0643,P0133,2026-09-02,79.6,CANCELLED
3159,C0559,P0447,2026-09-05,3229.83,REFUNDED
3160,C0297,P0345,2026-09-02,2840.13,COMPLETED
3161,C0658,P0055,2026-09-01,861.51,REFUNDED
3162,C0980,P0223,2026-09-03,3037.18,CANCELLED
3163,C0310,P0274,2026-09-04,2190.81,COMPLETED
3164,C0495,P0010,2026-09-04,1247.38,REFUNDED
3165,C0251,P0003,2026-09-04,988.79,COMPLETED
3166,C0825,P0203,2026-09-03,4096.03,REFUNDED
3167,C0827,P0060,2026-09-04,3466.51,REFUNDED
3168,C0702,P0007,2026-09-04,3038.34,REFUNDED
3169,C0416,P0088,2026-09-04,2421.34,CANCELLED
3170,C0305,P0336,2026-09-04,3941.36,COMPLETED
3171,C0465,P0245,2026-09-02,709.64,CANCELLED
3172,C0075,P0236,2026-09-02,2849.34,CANCELLED
3173,C0706,P0355,2026-09-04,4310.02,COMPLETED
3174,C0062,P0208,2026-09-04,1481.02,COMPLETED
3175,C0162,P0445,2026-09-01,247.59,COMPLETED
3176,C0451,P0337,2026-09-02,4349.46,REFUNDED
3177,C0426,P0495,2026-09-03,4611.72,REFUNDED
3178,C0496,P0382,2026-09-04,1644.69,COMPLETED
3179,C0476,P0309,2026-09-02,3827.28,REFUNDED
3180,C0209,P0372,2026-09-04,4086.61,CANCELLED
3181,C0349,P0250,2026-09-03,4677.12,CANCELLED
3182,C0622,P0156,2026-09-01,4484.06,COMPLETED
3183,C0148,P0317,2026-09-04,2327.94,CANCELLED
3184,C0321,P0417,2026-09-02,3105.69,COMPLETED
3185,C0883,P0499,2026-09-02,2989.01,COMPLETED
